party,url,content,date
liberal,https://www.liberal.ca/justin-trudeau-to-join-richard-t-lee-in-burnaby-south-2/,"

Share





Burnaby, BC –Justin Trudeau, Leader of the Liberal Party of Canada, will join by-election candidate Richard T. Lee in Burnaby South on Monday, February 11, 2019.
“Justin Trudeau and I are the only team that has a positive plan to strengthen the middle class, invest in new affordable housing and public transit, protect a healthy environment, and offer real help to Burnaby South families. ” said Lee. “ I will be a committed, local champion on Justin Trudeau’s team in Parliament, and will never stop working hard to make life better for families in Burnaby South.”
Monday, February 11, 2019
3:45 PM: Community visit with Justin Trudeau and Richard T. Lee
Metrotown area – Burnaby, BC
Contact media@liberal.ca for location details.
All times are local.
For more information on Richard T. Lee, visit his website here: https://richardlee.liberal.ca/
",2019-02-10
liberal,https://www.liberal.ca/justin-trudeau-joins-supporters-at-team-trudeau-nomination-event-with-steven-guilbeault/,"

Share





Montreal, QC – Justin Trudeau will join local Liberals for Steven Guilbeault’s Team Trudeau 2019 nomination event in Laurier—Sainte-Marie on July 10, 2019.
Steven Guilbeault is a community leader and advocate who has dedicated his life and career to protecting a clean environment for future generations. He joins a growing list of strong and experienced Québec Team Trudeau candidates and Members of Parliament.
Justin Trudeau and the Liberal team are focused on a strong plan for Québec families: to strengthen the middle class, grow the economy, create good new jobs, and protect a healthy environment for our kids and grandkids. More than 47,000 Québecers have registered as new Liberals in the last two years alone – and that grassroots support is continuing to grow every day.
Media are invited to cover remarks being delivered by Mr. Trudeau to volunteers and supporters in Laurier—Sainte-Marie:
2019 Liberal Nomination event with remarks from Justin Trudeau and Steven Guilbeault
Wednesday, July 10, 2019
7:00 PM
Cabaret Lion d’Or
1676 Ontario St E
Montreal, QC H2L 1S7
Notes for Media:
Open media coverage
Media must arrive by 6:15 PM at the entrance of Restaurant Au Petit Extra
RSVP: media@liberal.ca
Please note: all times are local.
",2019-07-09
liberal,https://www.liberal.ca/justin-trudeau-gives-remarks-to-supporters-in-toronto-2018/,"

Share





Ottawa, ON – Justin Trudeau, Leader of the Liberal Party of Canada, will deliver remarks to supporters at a Liberal fundraising event in Toronto on March 7, 2018.
The Liberal Party of Canada has committed to the strongest standards in federal politics for openness and transparency, and is challenging other parties to do the same.
For Liberal fundraising events that include Ministers or the Leader as the special guest,  Canadians are now able to view upcoming events posted at least 3 days in advance, and access event reports and lists of guests no more than 45 days after each event. These events are hosted in publicly accessible spaces only, and the party has also committed to facilitating media coverage.
More details are available at https://www.liberal.ca/openfundraising/
To facilitate media coverage, members of the press are invited to cover remarks being delivered by Mr. Trudeau in Toronto:
Wednesday, March 7, 2018
7:00 PM – Remarks by Justin Trudeau
The Gardiner Museum
111 Queens Park
Toronto, ON M5S 2C7
Notes for Media:
Open coverage for remarks
Media must arrive by 6:30 PM
RSVP: media@liberal.ca
",2018-03-06
liberal,https://www.liberal.ca/justin-trudeau-delivers-remarks-to-supporters-in-london/,"

Share





London, ON – Justin Trudeau, Leader of the Liberal Party of Canada, will deliver remarks to supporters at an open Liberal fundraising event in London, ON, on July 4, 2019.
The Liberal Party of Canada has committed to the strongest standards in federal politics for openness and transparency with political fundraising events, and is challenging other parties to do the same.
More details are available at https://www.liberal.ca/openfundraising/
To facilitate media coverage, members of the press are invited to cover remarks being delivered by Mr. Trudeau in London:
Thursday, July 4, 2019
7:30 PM – Remarks by Justin Trudeau in London, ON
Delta Hotels by Marriott London Armouries
325 Dundas St
London, ON, N6B 1T9
Notes for Media:
Open coverage for remarks
Media must arrive by 7:00 PM
RSVP: media@liberal.ca
Please note: all times are local.
",2019-07-03
liberal,https://www.liberal.ca/statement-by-the-leader-of-the-liberal-party-on-the-international-day-for-the-eradication-of-poverty/,"

Share





The Leader of the Liberal Party of Canada, Justin Trudeau, today issued the following statement on the International Day for the Eradication of Poverty:
“On International Day for the Eradication of Poverty, we come together to fight poverty and build a more just and equal future for people everywhere.
This year’s theme, Acting Together to Empower Children, their Families, and their Communities to End Poverty, highlights the 30th anniversary of the UN Convention on the Rights of the Child. No kid should grow up hungry, or without a safe place to live – but this is the reality for many of the world’s most vulnerable children. We need to do more to change that, and that’s why we’re working to break the cycles of poverty by investing in education at home and around the world. Under our G7 presidency, we worked with partners to announce a historic investment of $3.8 billion in education for women and girls in conflict and crisis situations – the largest of its kind ever made. Building on this success, we later welcomed another investment of $527 million, to help developing countries give every child access to quality education and modern skills training. And a few weeks ago, we announced that a re-elected Liberal government will commit at least ten per cent of our international assistance to education, and lead global efforts to make sure kids growing up in refugee or displacement camps get the education they need and deserve.
Here in Canada, our Liberal government has worked hard to fight poverty and support kids and families. With measures like the Canada Child Benefit and the Poverty Reduction Strategy, our Liberal government lifted 900,000 people out of poverty – including 50,000 seniors and 300,000 kids. Unemployment is at its lowest since the 1970s – and since 2015, Canadians have created over a million new jobs. And that’s because we rejected Conservative cuts and austerity, and chose instead to invest in the middle class and people working hard to join it.
We’ve put more money in people’s pockets by cutting taxes for the middle class and raising them on the wealthiest one percent. We stopped sending child benefit cheques to millionaires, so we could send more to the single parent working two jobs, or the family of five who falls a bit short at the end of the month. We made the Canada Pension Plan even stronger, because in a country like ours, seniors shouldn’t struggle to make ends meet.
This kind of progress has been possible because Canadians chose a government that was willing to invest in people and families. The International Day for Eradication of Poverty reminds us how important that work is – and how much more we need to do to make life better for the most vulnerable. On October 21st, Canadians will once again make a choice about our future. Let’s stand united, choose forward, and keep building a better Canada for everyone.”
",2019-10-17
liberal,https://www.liberal.ca/team-trudeau-chooses-to-move-forward/,"

Share





Ottawa, ON – In October, Canadians have a choice to make about the future of our country: keep moving forward and building on the progress we’ve made, or go back to the politics of the Harper years.
In 2015, after a decade of failed Conservative policy, Canada’s economy was sputtering. Economic growth, job creation, and wages were all stalled – thanks to a Conservative government that believed you could cut your way to prosperity.
“Canadians were tired of a Harper government that promised prosperity, and delivered the opposite. So in 2015, they chose a team that was willing to invest in people and their communities. We live in the best country in the world, but better is always possible,” said the Leader of the Liberal Party of Canada, Justin Trudeau. “And while there’s more work ahead of us than behind us, we have spent the last four years building toward better – and we’ve got the record to show for it.”
Over the last four years, our Liberal government made investments that made a real difference in people’s lives:

We’ve put more money in people’s pockets by cutting taxes for the middle class and raising them on the wealthiest one percent;
We stopped sending child benefit cheques to millionaires, so we could send more to the single parent working two jobs, and to the family of five that falls a bit short at the end of the month;
We made the Canada Pension Plan even stronger, because in a country like ours, seniors shouldn’t struggle to make ends meet; and
We’re protecting our nature, and ensuring that our air stays clean and our water stays safe – because we owe it to our kids, and to ourselves, to take care of our environment.

Since 2015, Canadians have created over a million new jobs. The new Canada Child Benefit is helping parents pay for healthier groceries, summer camp, and school supplies. We’ve lifted 900,000 Canadians out of poverty – and that includes over 300,000 kids. And this fall, Canadians once again get to vote for the kind of Canada they want to live in.
“Conservatives like to say they’re for the people, but then they cut taxes for the wealthy and cut services for everybody else,” said Mr. Trudeau. “Our government has chosen to move Canada forward by investing in families, workers, and communities. On October 21st, let’s stand united, and let’s choose forward – for a stronger middle class, and for a better Canada for all Canadians.”
",2019-09-11
liberal,https://www.liberal.ca/justin-trudeau-joins-supporters-in-montreal/,"

Share





Montreal, QC – Justin Trudeau, Leader of the Liberal Party of Canada, will join supporters for an armchair discussion at an open Liberal fundraising event in Montreal, QC, on June 17, 2019.
More details are available at https://www.liberal.ca/openfundraising/
To facilitate media coverage, members of the press are invited to cover an armchair discussion with Mr. Trudeau in Montreal:
Monday, June 17, 2019
6:30 PM – Armchair discussion with Justin Trudeau and Marc Miller, MP
Hôtel William Gray
421 rue Saint Vincent
Montréal, QC, H2Y 3A6
Notes for Media:
Open coverage of the armchair discussion
Media must arrive by 6:00 PM
Please note: all times are local.
",2019-06-16
liberal,https://www.liberal.ca/justin-trudeau-joins-supporters-at-team-trudeau-2019-nomination-event-with-terry-lake/,"

Share





Kamloops, BC – Justin Trudeau will join local Liberals for Terry Lake’s Team Trudeau 2019 nomination event in Kamloops—Thompson—Cariboo on May 21, 2019.
Terry Lake has previously served as British Columbia’s Minister of Health and Minister of Environment, as a Member of the Legislative Assembly for Kamloops-North Thompson, as Mayor of Kamloops from 2005-08, and as a former Vice-President of the Union of B.C. Municipalities. Terry joins a growing list of strong and experienced B.C.Team Trudeau candidates and Members of Parliament.
Justin Trudeau and the Liberal team are focused on a strong plan for British Columbia: to strengthen our middle class, grow the economy, invest in affordable housing and better roads and bridges , and protect a healthy environment for our kids and grandkids. More than 16,000 British Columbians have already signed up as new Liberals since the last election, and that grassroots support is continuing to grow every day.
Media are invited to cover remarks being delivered by Mr. Trudeau to volunteers and supporters in Kamloops—Thompson—Cariboo:
2019 Liberal Nomination event with remarks from Justin Trudeau
May 21, 2019
7:00 PM
Coast Kamloops Hotel and Conference Centre
1250 Rogers Way
Kamloops, BC, V1S 1N5
Notes for Media:
Open media coverage
Media must arrive by 6:15 PM
RSVP: media@liberal.ca
Please note: all times are local.
",2019-05-20
liberal,https://www.liberal.ca/justin-trudeau-to-join-churence-rogers-in-bonavista-burin-trinity/,"

Share





Clarenville, NL – Justin Trudeau, Leader of the Liberal Party of Canada, will join candidate Churence Rogers in Bonavista—Burin—Trinity on Thursday, November 23, 2017.
Thursday, November 23, 2017
6:00 PM – Meet and Greet – Bill Davis Chalet
44 Tilleys Road
Clarenville, NL A5A 1Z2
Notes for Media: Open coverage, photo opportunity only – Media must arrive by 5:30 pm
Please note: all times are local.
For more information on Churence Rogers, Liberal candidate for Bonavista—Burin—Trinity, please visit www.churencerogers.liberal.ca
",2017-11-22
liberal,https://www.liberal.ca/liberals-move-forward-to-legislate-net-zero-emissions-by-2050/,"

Share





Ottawa, ON — A re-elected Liberal government will immediately commit Canada to net-zero emissions by 2050, and will help workers prepare for the clean energy transition.
Today, Liberal candidates Catherine McKenna, Jonathan Wilkinson, and Steven Guilbeault announced that a re-elected Liberal government would immediately commit Canada to achieving net-zero emissions by mid-century, joining 65 other countries and the European Union that made the pledge at the United Nations Climate Summit on Monday. Net-zero means some sectors could still emit carbon pollution, but these emissions would be offset by other actions — such as planting trees.
“The planet is burning and people are taking to the streets to demand stronger action to fight climate change,” said Liberal candidate from Laurier—Sainte-Marie, Steven Guilbeault. “The science is clear, the evidence is clear and Canadians are clear — we must step up and do even more to protect our environment. Our kids and grandkids are counting on us.”
That’s why a re-elected Liberal government will take concrete steps to lower emissions and make life more affordable for Canadians.

We will set legally-binding, five-year milestones, based on the advice of the experts and consultations with Canadians, to reach net-zero emissions by 2050;
We will appoint a group of scientists, economists, and experts to recommend the best path to get to net-zero;
We will exceed Canada’s 2030 emissions goal; and
We will ensure energy workers and communities can shape their own futures by introducing a Just Transition Act, giving workers access to the training, support, and new opportunities needed to succeed in the future economy.

“It is time for Canada to join governments and leading businesses around the world that have committed to net zero emissions by 2050 in order to further tackle the worsening climate crisis,” said Liberal candidate from Ottawa-Centre, Catherine McKenna. “We know that the strongest economies and businesses in the future will be those that embrace clean technologies. We will ensure that all Canadian workers are part of this transition to a cleaner, more prosperous and more sustainable future.”
These commitments build on the Liberals’ climate record that already includes over 50 measures to cut pollution and protect our environment. These include:

Banning harmful single-use plastics and microbeads;
Phasing out coal power by 2030 and investing in renewables like wind and solar;
Putting a price on carbon pollution so it’s no longer free to pollute anywhere in Canada, while putting more money back into Canadians’ pockets;
Building 1,200 public transit projects across the country;
Making zero-emission vehicles more accessible and affordable; and
Investing in energy efficiency to help families and businesses save money.

“Climate change represents an existential threat, but also an economic opportunity for countries that foster technologies that address greenhouse gas emissions,” said Jonathan Wilkinson, the Liberal candidate for North Vancouver. “We are committed to addressing this threat. Andrew Scheer, on the other hand, will do less and cost Canadians more in a plan that experts say will increase carbon pollution. We must do better.”
",2019-09-24
liberal,https://www.liberal.ca/liberals-move-forward-for-culture/,"

Share





MONTRÉAL (QC) — A re-elected Liberal government will continue to protect and grow our cultural and creative industries, and make sure more people have access to our culture.
Whether it’s the writers who tell our stories, the comedians who make us laugh, or the artists who give us the soundtrack to our lives, Canadians are proud of the creativity we share – here at home and with the rest of the world. Meanwhile, to help bring people together, it’s vital that we preserve Canadian heritage by protecting and maintaining the places that have marked our country’s history.
“Culture is on the investment list for the Liberal Party. For the Conservatives, it’s on the list of things to cut,” said Pablo Rodriguez, the Liberal candidate for Honoré–Mercier. “Culture is who we are – past, present, and future. A Liberal government will always protect and promote culture and our official languages.”

To make sure more people have access to Canadian culture, at home and around the world, and to make sure our artists can keep telling our stories, we will:
create the Culture Pass, a $200 credit that every kid will receive at age 12, to be used to discover local Canadian content;
continue to support Canadian film by increasing annual funding for Telefilm Canada by nearly 50 per cent a year;
strengthen the regional mandate of CBC/Radio-Canada, so that local stations can broadcast more local news, and
require CBC/Radio-Canada to open up its digital platform, so that journalism start-ups and community newspapers can access affordable technology to develop and distribute local content;
introduce a new Cultural Diplomacy strategy, with at least one international mission each year to promote our culture and creators around the world; and
move forward, in our first year, with legislation to ensure that all content providers – including internet giants – offer meaningful levels of Canadian content in their catalogues, contribute to the creation of Canadian content in both official languages, and promote this content on their platforms.

“Our cultural industry is at a crossroads, and it just can’t afford a Conservative mandate,” said Annie Talbot, the Liberal candidate for Portneuf–Jacques-Cartier. “It’s 2019, but our main culture and communications laws are still from before the internet. The work Janet Yale and her team are doing to examine these laws is essential. We’re looking forward to reading her final report, and if Canadians give us another mandate, we’ll quickly take the necessary measures once the report is delivered.”
“I’m deeply proud to be part of a team that stood up to the Trump administration during the NAFTA negotiations to save the cultural exemption. Meanwhile, Andrew Scheer asked the government to make concessions to get a deal more quickly,” said Geneviève Hinse, the Liberal candidate for Rosemont–La Petite-Patrie. “You can be certain that a re-elected Liberal government will keep standing up for culture.”
Background: Arts and Culture
",2019-10-01
liberal,https://www.liberal.ca/justin-trudeau-joins-supporters-in-owen-sound-and-toronto/,"

Share





Owen Sound, ON – Justin Trudeau, Leader of the Liberal Party of Canada, will join supporters for a Liberal campaign event in Owen Sound and an armchair discussion at an open Liberal fundraising event in Toronto, on September 4, 2019.
In this fall’s important election, Ontarians and all Canadians will have a clear choice. While Conservatives want to go backward with cuts to vital services that families rely on, Liberals are focused on moving forward with our positive plan to invest in the middle class.
Wednesday, September 4, 2019
3:00 PM – Team Trudeau Campaign Event with Justin Trudeau and Michael Den Tandt
Bruce-Grey-Owen Sound Liberal Campaign office
155 8th Street East,
Owen Sound, ON
Notes for Media:
Open coverage
Media must arrive by 2:30 PM
7:00PM – Armchair discussion with Justin Trudeau and Marco Mendicino
Cibo Wine Bar
2472 Yonge St.
Toronto, ON, M4P 2H5
Notes for Media:
Open coverage for armchair discussion
Media must arrive by 6:30 PM
The Liberal Party of Canada has also committed to the strongest standards in federal politics for openness and transparency with political fundraising events, and is challenging other parties to do the same.
More details are available at https://www.liberal.ca/openfundraising/
Please note: all times are local.
",2019-09-03
liberal,https://www.liberal.ca/justin-trudeau-to-join-liberal-community-celebration-of-lunar-new-year-in-markham/,"

Share





Markham, ON – Justin Trudeau, Leader of the Liberal Party of Canada, will join Liberal MPs, supporters, and community leaders for a celebration of Lunar New Year in Markham on Thursday, February 15, 2018.
Thursday, February 15, 2018
7:30 PM – Armchair discussion with Justin Trudeau
Hilton Toronto/Markham Suites Conference Centre
8500 Warden Avenue
Markham, ON L6G 1A5
Notes for Media:
Open coverage
Media should arrive by 6:30 pm
Media should present themselves to the Markham Ballroom (ground floor) for registration
RSVP: media@liberal.ca
Please note: all times are local.
",2018-02-14
liberal,https://www.liberal.ca/justin-trudeau-delivers-remarks-to-supporters-in-kamloops/,"

Share





Kamloops, BC – Justin Trudeau, Leader of the Liberal Party of Canada, will deliver remarks to supporters at an open Liberal fundraising event in Kamloops on January 9, 2019.
The Liberal Party of Canada has committed to the strongest standards in federal politics for openness and transparency with political fundraising events, and is challenging other parties to do the same.
More details are available at https://www.liberal.ca/openfundraising/
To facilitate media coverage, members of the press are invited to cover remarks being delivered by Mr. Trudeau in Kamloops:
Wednesday, January 9, 2019
12:15 PM – Remarks by Justin Trudeau
Coast Kamloops Hotel & Conference Centre
1250 Rogers Way
Kamloops British Columbia, V1S 1N5
Notes for Media:
Open coverage for remarks
Media must arrive by 11:45 AM
Media should enter through the Conference Centre entrance.
RSVP: media@liberal.ca
Please note: all times are local.
",2019-01-08
liberal,https://www.liberal.ca/liberals-move-forward-to-plant-two-billion-trees/,"

Share





Montréal, QC — A re-elected Liberal government will plant two billion trees, using the power of nature to help fight climate change and reach net-zero emissions by 2050.
Canada’s vast forests, grasslands, and wetlands help clean our air, safeguard our water, and provide crucial wildlife habitat. But just as nature is under threat by climate change, it can also be a critical ally in the fight against it. Natural climate solutions like planting trees and protecting grasslands can also help get Canada significantly closer to reaching its emissions-reduction targets.
“Nature isn’t just part of our identity as Canadians. It’s part of the solution to climate change. And it’s a solution we can start using today,” said the Leader of the Liberal Party, Justin Trudeau. “Trees are a fundamental part of a cleaner future. They’re renewable. They’re sustainable. And, eventually, they recycle themselves. All we have to do is plant the first one.”
A re-elected Liberal government will use the power of nature to fight climate change:

We will launch an ambitious program to plant two billion trees over ten years, as part of a $3 billion effort to deploy natural climate solutions.
This program will also take concrete action to conserve and restore Canada’s forests, grasslands, agricultural lands, wetlands, and coastal areas;
We will support about 3,500 seasonal jobs in tree planting;
We will help cities expand and diversify their urban forests; and
We will protect Canada’s trees from infestations, and help rebuild our forests after a wild-fire.

This builds on a strong Liberal record of protecting the environment, including:

Committing to increase Canada’s land and ocean conservation to 25 per cent by 2025 and 30 per cent by 2030;
Making the largest investment in nature conservation in Canada’s history — $1.35 billion in protecting more land and waters, and supporting species at risk.

“When Doug Ford took an axe to Ontario’s tree planting programs and the seasonal jobs it supported, we took a stand,” said Mr. Trudeau. “We can either go back to the Harper years, when the Conservatives did nothing about climate change — or fight for a better future. I’m for moving forward.”
Backgrounder:  Planting two billion trees and using the power of nature to fight climate change 
",2019-09-27
liberal,https://www.liberal.ca/liberals-move-forward-on-help-for-first-time-home-buyers/,"

Share





Victoria, BC – A re-elected Liberal government will help Canadians buy their first home.
For many young people starting their careers, saving up enough to make a down payment on a home is a far-off dream at best – and for ten years, Stephen Harper’s Conservatives did nothing to address these systemic problems. In the greater Toronto, Vancouver, and Victoria regions, people are facing these challenges head on, with housing prices up to sixty per cent higher than the national average.
“Many young Canadians dream of owning their first home. But with rising prices – and not enough homes to meet the demand – it’s getting harder and harder to make that dream a reality,” said the Leader of the Liberal Party, Justin Trudeau. “Again and again, the Liberal government has stepped up to solve these challenges. Today, we’re announcing another important step to help Canadians buy their first home.”
In recent years, housing speculation by foreign owners has become a major challenge, driving up housing prices for people across the country. Canada is no place for those who wish to purely speculate in the housing market, and we need a national approach to protect families who are being priced out of buying a first home.
A re-elected Liberal government will:

fully implement the First-Time Home Buyer Incentive, which provides Canadians with up to ten per cent off the purchase price of their first home;
immediately expand the Incentive to provide more help to communities in the greater Toronto, Vancouver, and Victoria regions by allowing homes valued at up to $789K to qualify;
address the impact of foreign speculation, which drives up housing costs, by putting in place a consistent national speculation and vacancy tax for non-resident, non-Canadians.

In addition to introducing the First-Time Home Buyer Incentive, our Liberal government also:

launched Canada’s first-ever National Housing Strategy, a ten-year plan that will help more than 600,000 Canadians find safe and affordable places to live;
funded the construction of nearly 140,000 more housing units to be built by 2028; and
created the new Canada Housing Benefit to help 300,000 Canadians with the high costs of rent.

“The Conservatives voted against the First-Time Home Buyer Incentive and have no plan to help address the real concerns Canadians have about being able to own their own home,” said Mr. Trudeau. “Liberals believe in investing in people and in communities, which is why we are taking these steps to make homeownership an achievable dream, not just a privilege for the richest few.”
Backgrounder: More help for first time home buyers and more affordable homes for Canadian families
",2019-09-12
liberal,https://www.liberal.ca/liberals-move-forward-to-boost-investments-in-health-care-and-make-sure-all-canadians-have-a-family-doctor/,"

Share





Hamilton, ON – A re-elected Liberal government will make sure every Canadian has access to a family doctor, to mental health services, to affordable prescription drugs, and to national pharmacare.
Canada’s health care system is a source of pride, but too many people still slip through the cracks. Today, nearly five million Canadians have no access to a family physician or a primary care team. All of us know someone who has gone through a mental health issue – but many people can’t get the help they need because it costs too much or the wait time is too long. And nearly one million Canadians skimp on food and heat to be able to pay for the medications they depend on, from insulin to inhalers.
“No one should go without the care they need because they don’t have access to a family doctor. And no one should have to give up food and heat to be able to pay for health care – whether it’s insulin, inhalers, or mental health support,” said the Leader of the Liberal Party of Canada, Justin Trudeau. “We’re going to close the gaps in the health care system, and make sure people can get the care they need, when they need it most.”
A re-elected Liberal government will make sure Canadians can afford and access lifesaving health care.
We will improve people’s access to health care by:

ensuring that every Canadian can easily find a family doctor or primary care team;
setting clear national standards for access to mental health services so Canadians can get the support they need quickly, when they need it most; and
continuing to make home care and palliative care more available to those who need it.

We will make sure everyone can afford the medications they need by:

implementing Universal Pharmacare, so that all Canadians have the drug coverage they need at an affordable price;
establishing the Canada Drug Agency to make drug purchasing more effective and efficient, and implementing a national formulary with partners to set prices; and
bringing down the cost of lifesaving high-cost drugs for families through the Rare Disease Drug Strategy.

Our government has made some of the most needed, significant changes to Canada’s health care system in decades. Over the past four years, we have:

helped more people access home care and mental health care through new health agreements with all the provinces and territories, allocating $11 billion in new funding;
undertaken the most comprehensive overhaul of drug pricing in thirty years, which will save Canadians approximately $13 billion over the next decade;
invested $500 million a year towards the creation of a rare disease drug strategy; and
taken the first steps to building a national pharmacare system.

“In the future, the federal government will have to negotiate with the provinces and territories, as has always been the case, to reach new health accords,” said Mr. Trudeau. “When that time comes, who do you want at the negotiation table, standing up to Doug Ford? Andrew Scheer, who follows his lead – or our Liberal team, who will fight for you?”
Backgrounders: Liberals to boost investments in health care for Canadians
",2019-09-23
liberal,https://www.liberal.ca/justin-trudeau-to-join-gordie-hogg-in-south-surrey-white-rock-2/,"

Share





Surrey, BC – Justin Trudeau, Leader of the Liberal Party of Canada, will join candidate Gordie Hogg in South Surrey—White Rock on Saturday, December 2, 2017. 
“I’m looking forward to welcoming Justin Trudeau to South Surrey-White Rock again as we work together to ensure this community has its strongest possible voice in Parliament,” said Gordie Hogg.  “Justin and I have a positive plan to help middle class families right here in our community, by supporting more affordable housing, better health care, better transit south of the Fraser, and a healthier environment for our kids and grandkids. This will be another important opportunity for Mr. Trudeau to meet and hear ideas from families about how we can build a stronger community and a better Canada.”

Saturday, December 2, 2017
11:00 AM – Remarks at Meet and Greet – Semiahmoo Secondary School
(Event opens at 10:30 AM)
1785 148 Street
Surrey, BC V4A 4M6
Notes for Media: 
Open coverage, photo opportunity only
Media must arrive at the main entrance by 10:30 AM to register
 
Please note: all times are local.
For more information on Gordie Hogg, Liberal candidate for South Surrey—White Rock, please visit www.gordiehogg.liberal.ca 

",2017-12-01
liberal,https://www.liberal.ca/lisa-raitt-confirms-conservatives-would-make-drastic-cuts-just-like-harper-and-ford/,"

Share





Ottawa, ON – The following is a statement from the Hon. Patty Hajdu, Liberal M.P. for Thunder Bay-Superior North:
“The Conservatives confirmed today they would follow Doug Ford and Stephen Harper’s lead by pushing for drastic cuts to services Canadians rely on.
“Lisa Raitt was specifically asked what the Conservatives would cut, and she pointed to Doug Ford’s Ontario and Stephen Harper’s record as a model to follow.
“The Conservatives are taking inspiration from Ford’s slashing of francophone services, children’s education, universities, and after-school programs. And the Harper government cut more than 25,000 public service jobs.
“Andrew Scheer’s Conservatives need to make drastic cuts so they can cut taxes for their wealthy friends, just like Conservatives always do.
“Prime Minister Trudeau has delivered real change that helps the middle class and those working hard to join it. We’ve introduced the Canada Child Benefit, which gives more money to 9 out of 10 Canadian families. We’ve cut taxes for the middle class while raising taxes on the wealthiest Canadians and we reached an agreement with the provinces to strengthen the Canada Pension Plan.
“The plan that we have been implementing over the last three years is working. Canada’s unemployment rate is the lowest it’s been in over 40 years. More than 800,000 jobs have been created, giving more people the chance to get out of poverty, and start building a new life for themselves.
“We will keep fighting for our families, for our communities, and for a better future for all Canadians.”
A full transcript of Lisa Raitt’s comments can be found here: http://www.liberal.ca/wp-content/uploads/2019/01/TRANSCRIPT.pdf
",2019-01-25
liberal,https://www.liberal.ca/andrew-scheer-has-no-plan-to-bring-canadians-together/,"

Share





Ottawa, Ontario – In response to Andrew Scheer’s speech today regarding Canadian Confederation, Bill Morneau, Liberal M.P. for Toronto Centre, issued the following statement:
_____________
“Today’s speech from Andrew Scheer is yet another example of the Conservatives misrepresenting what our Government has already done, while overpromising on things that they know they can’t deliver for Canadians.
“He promised to convene a First Ministers’ Meeting with a focus on Internal Trade. If that sounds familiar, it’s because our Government did that last December. He promised to appoint a Minister responsible for Internal Trade. We appointed the Hon. Dominic LeBlanc to that role in July 2018.
“Scheer used his speech to tell us about his already announced energy corridor, but failed to explain how forcing energy projects on provinces and territories lines up with his commitment to respect their jurisdiction.
“Finally, there were promises to respect decisions made by other orders of government, but that strains credibility when the Harper government that Andrew Scheer was an integral part of refused to meet with the Premiers, turned its back on the urgent infrastructure needs of municipalities, and failed to make First Nations, Inuit, and Métis Nation concerns a priority.
“Our Government, by contrast, works hard to build relationships across the country – between different orders of government and between Canadians. We hold regular meetings with First Ministers to discuss federal issues – and we actually show up. Even when difficult issues like equalization are on the table.
“Every year, we meet with First Nations, Inuit and Métis Nation leadership to talk about how we can build a stronger country, together. We have been able to build consensus between the provinces and territories on important things like renewing health accords and strengthening the Canada Pension Plan for current and future generations of Canadians.
“Much like Andrew Scheer’s long-promised climate plan, what’s most notable might be what was left unsaid. Today, there was no commitment from the Conservatives to hold annual First Ministers’ Meetings. No commitment to appoint bilingual judges. No commitment to work with provinces and territories to combat climate change. No commitment to meet regularly with Indigenous leaders. In fact, at a time when Canada is working towards reconciliation, Andrew Scheer’s only references to Indigenous Peoples was in the context of resource projects.
“One thing is clear today – whether on foreign policy, the economy, immigration, or now, the future of the federation, Andrew Scheer and the Conservatives have no credible plan. There is no strength in disunity, and that’s all Andrew Scheer put in the window today.”
",2019-06-04
liberal,https://www.liberal.ca/justin-trudeau-delivers-remarks-to-supporters-at-the-2019-convention-of-the-liberal-party-of-canada-ontario/,"

Share





Mississaugua, ON – Justin Trudeau, Leader of the Liberal Party of Canada, will deliver remarks to supporters at the 2019 convention of the Liberal Party of Canada (Ontario) on April 12, 2019, in Mississaugua.
Justin Trudeau and the Liberal team are focused on a strong plan for Ontario families: to strengthen the middle class, create good new jobs, grow the economy, and protect a healthy environment for our kids and grandkids. More than 72,000 Ontarians have registered as new Liberals in the last two years alone.
To facilitate media coverage, members of the press are invited to cover remarks being delivered by Mr. Trudeau in Mississauga:
Friday, April 12, 2019
Remarks by Justin Trudeau – 7:30 PM
The International Centre
6900 Airport Rd
Mississauga, Ontario, L4V 1E8
Notes for Media:
Open coverage
Media must arrive no later than 7:00 PM
RSVP: media@liberal.ca
For more details on the 2019 LPC(O) Convention, which continues on Saturday April 13, please visit: https://ontario2019.liberal.ca/
Please note: all times are local.
",2019-04-11
liberal,https://www.liberal.ca/justin-trudeau-joins-supporters-in-toronto-6/,"

Share





Toronto, ON – Justin Trudeau, Leader of the Liberal Party of Canada, will join supporters for an armchair discussion at an open Liberal fundraising event in Toronto ON, on May 9, 2019.
The Liberal Party of Canada has committed to the strongest standards in federal politics for openness and transparency with political fundraising events, and is challenging other parties to do the same.
More details are available at https://www.liberal.ca/openfundraising/
To facilitate media coverage, members of the press are invited to cover an armchair discussion with Mr. Trudeau in Toronto, moderated by Adam Vaughan, Liberal M.P. for Spadina—Fort York:
Thursday, May 9, 2019
6:15 PM – Armchair discussion with Justin Trudeau in Toronto, ON
The Design Exchange, Trading Floor
234 Bay St
Toronto, ON, M5K 1B2
Notes for Media:
Open coverage of armchair discussion
Media must arrive by 5:45 PM
RSVP: media@liberal.ca
Please note: all times are local.
",2019-05-08
